observation_id,specimen_id,document_type,quality_profile,field_name,pass_a_raw_match,pass_b_canonical_match,pass_a_cer,pass_b_cer,pass_a_wer,pass_b_wer,error_category
28,DOC-0002,marksheet,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
29,DOC-0002,marksheet,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
30,DOC-0002,marksheet,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
31,DOC-0002,marksheet,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
32,DOC-0002,marksheet,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
33,DOC-0003,student_id,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
34,DOC-0003,student_id,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
35,DOC-0003,student_id,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
36,DOC-0003,student_id,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
37,DOC-0003,student_id,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
38,DOC-0003,student_id,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
39,DOC-0003,student_id,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
40,DOC-0003,student_id,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
41,DOC-0003,student_id,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
42,DOC-0003,student_id,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
43,DOC-0003,student_id,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
44,DOC-0003,student_id,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
45,DOC-0003,student_id,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
46,DOC-0003,student_id,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
47,DOC-0003,student_id,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
48,DOC-0003,student_id,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
49,DOC-0004,certificate,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
50,DOC-0004,certificate,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
51,DOC-0004,certificate,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
52,DOC-0004,certificate,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
53,DOC-0004,certificate,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
54,DOC-0004,certificate,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
55,DOC-0004,certificate,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
56,DOC-0004,certificate,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
57,DOC-0004,certificate,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
58,DOC-0004,certificate,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
59,DOC-0004,certificate,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
60,DOC-0004,certificate,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
61,DOC-0004,certificate,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
62,DOC-0004,certificate,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
63,DOC-0004,certificate,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
64,DOC-0004,certificate,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
65,DOC-0005,marksheet,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
66,DOC-0005,marksheet,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
67,DOC-0005,marksheet,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
68,DOC-0005,marksheet,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
69,DOC-0005,marksheet,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
70,DOC-0005,marksheet,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
71,DOC-0005,marksheet,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
72,DOC-0005,marksheet,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
73,DOC-0005,marksheet,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
74,DOC-0005,marksheet,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
75,DOC-0005,marksheet,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
76,DOC-0005,marksheet,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
77,DOC-0005,marksheet,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
78,DOC-0005,marksheet,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
79,DOC-0005,marksheet,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
80,DOC-0005,marksheet,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
81,DOC-0006,student_id,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
82,DOC-0006,student_id,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
83,DOC-0006,student_id,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
84,DOC-0006,student_id,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
85,DOC-0006,student_id,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
86,DOC-0006,student_id,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
87,DOC-0006,student_id,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
88,DOC-0006,student_id,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
89,DOC-0006,student_id,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
90,DOC-0006,student_id,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
91,DOC-0006,student_id,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
92,DOC-0006,student_id,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
93,DOC-0006,student_id,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
94,DOC-0006,student_id,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
95,DOC-0006,student_id,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
96,DOC-0006,student_id,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
97,DOC-0007,certificate,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
98,DOC-0007,certificate,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
99,DOC-0007,certificate,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
100,DOC-0007,certificate,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
101,DOC-0007,certificate,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
102,DOC-0007,certificate,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
103,DOC-0007,certificate,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
104,DOC-0007,certificate,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
105,DOC-0007,certificate,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
106,DOC-0007,certificate,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
107,DOC-0007,certificate,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
108,DOC-0007,certificate,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
109,DOC-0007,certificate,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
110,DOC-0007,certificate,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
111,DOC-0007,certificate,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
112,DOC-0007,certificate,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
113,DOC-0008,marksheet,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
114,DOC-0008,marksheet,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
115,DOC-0008,marksheet,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
116,DOC-0008,marksheet,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
117,DOC-0008,marksheet,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
118,DOC-0008,marksheet,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
119,DOC-0008,marksheet,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
120,DOC-0008,marksheet,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
121,DOC-0008,marksheet,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
122,DOC-0008,marksheet,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
123,DOC-0008,marksheet,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
124,DOC-0008,marksheet,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
125,DOC-0008,marksheet,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
126,DOC-0008,marksheet,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
127,DOC-0008,marksheet,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
128,DOC-0008,marksheet,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
129,DOC-0009,student_id,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
130,DOC-0009,student_id,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
131,DOC-0009,student_id,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
132,DOC-0009,student_id,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
133,DOC-0009,student_id,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
134,DOC-0009,student_id,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
135,DOC-0009,student_id,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
136,DOC-0009,student_id,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
137,DOC-0009,student_id,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
138,DOC-0009,student_id,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
139,DOC-0009,student_id,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
140,DOC-0009,student_id,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
141,DOC-0009,student_id,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
142,DOC-0009,student_id,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
143,DOC-0009,student_id,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
144,DOC-0009,student_id,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
145,DOC-0010,certificate,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
146,DOC-0010,certificate,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
147,DOC-0010,certificate,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
148,DOC-0010,certificate,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
149,DOC-0010,certificate,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
150,DOC-0010,certificate,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
151,DOC-0010,certificate,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
152,DOC-0010,certificate,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
153,DOC-0010,certificate,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
154,DOC-0010,certificate,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
155,DOC-0010,certificate,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
156,DOC-0010,certificate,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
157,DOC-0010,certificate,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
158,DOC-0010,certificate,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
159,DOC-0010,certificate,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
160,DOC-0010,certificate,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
161,DOC-0011,marksheet,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
162,DOC-0011,marksheet,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
163,DOC-0011,marksheet,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
164,DOC-0011,marksheet,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
165,DOC-0011,marksheet,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
166,DOC-0011,marksheet,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
167,DOC-0011,marksheet,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
168,DOC-0011,marksheet,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
169,DOC-0011,marksheet,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
170,DOC-0011,marksheet,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
171,DOC-0011,marksheet,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
172,DOC-0011,marksheet,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
173,DOC-0011,marksheet,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
174,DOC-0011,marksheet,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
175,DOC-0011,marksheet,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
176,DOC-0011,marksheet,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
177,DOC-0012,student_id,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
178,DOC-0012,student_id,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
179,DOC-0012,student_id,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
180,DOC-0012,student_id,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
181,DOC-0012,student_id,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
182,DOC-0012,student_id,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
183,DOC-0012,student_id,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
184,DOC-0012,student_id,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
185,DOC-0012,student_id,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
186,DOC-0012,student_id,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
187,DOC-0012,student_id,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
188,DOC-0012,student_id,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
189,DOC-0012,student_id,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
190,DOC-0012,student_id,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
191,DOC-0012,student_id,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
192,DOC-0012,student_id,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
193,DOC-0013,certificate,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
194,DOC-0013,certificate,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
195,DOC-0013,certificate,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
196,DOC-0013,certificate,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
197,DOC-0013,certificate,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
198,DOC-0013,certificate,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
199,DOC-0013,certificate,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
200,DOC-0013,certificate,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
201,DOC-0013,certificate,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
202,DOC-0013,certificate,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
203,DOC-0013,certificate,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
204,DOC-0013,certificate,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
205,DOC-0013,certificate,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
206,DOC-0013,certificate,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
207,DOC-0013,certificate,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
208,DOC-0013,certificate,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
209,DOC-0014,marksheet,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
210,DOC-0014,marksheet,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
211,DOC-0014,marksheet,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
212,DOC-0014,marksheet,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
213,DOC-0014,marksheet,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
214,DOC-0014,marksheet,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
215,DOC-0014,marksheet,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
216,DOC-0014,marksheet,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
217,DOC-0014,marksheet,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
218,DOC-0014,marksheet,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
219,DOC-0014,marksheet,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
220,DOC-0014,marksheet,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
221,DOC-0014,marksheet,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
222,DOC-0014,marksheet,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
223,DOC-0014,marksheet,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
224,DOC-0014,marksheet,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
225,DOC-0015,student_id,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
226,DOC-0015,student_id,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
227,DOC-0015,student_id,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
228,DOC-0015,student_id,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
229,DOC-0015,student_id,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
230,DOC-0015,student_id,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
231,DOC-0015,student_id,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
232,DOC-0015,student_id,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
233,DOC-0015,student_id,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
234,DOC-0015,student_id,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
235,DOC-0015,student_id,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
236,DOC-0015,student_id,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
237,DOC-0015,student_id,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
238,DOC-0015,student_id,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
239,DOC-0015,student_id,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
240,DOC-0015,student_id,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
241,DOC-0016,certificate,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
242,DOC-0016,certificate,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
243,DOC-0016,certificate,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
244,DOC-0016,certificate,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
245,DOC-0016,certificate,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
246,DOC-0016,certificate,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
247,DOC-0016,certificate,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
248,DOC-0016,certificate,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
249,DOC-0016,certificate,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
250,DOC-0016,certificate,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
251,DOC-0016,certificate,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
252,DOC-0016,certificate,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
253,DOC-0016,certificate,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
254,DOC-0016,certificate,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
255,DOC-0016,certificate,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
256,DOC-0016,certificate,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
257,DOC-0017,marksheet,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
258,DOC-0017,marksheet,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
259,DOC-0017,marksheet,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
260,DOC-0017,marksheet,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
